Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
38,0,3,24,68.32,247,1
43,0,0,2,42.29,340,0
24,0,0,1,95.99,75,0
60,1,1,5,76.67,212,0
43,1,1,20,31.99,151,1
28,1,4,22,50.32,61,0
56,0,1,2,59.51,383,0
19,1,4,24,47.96,361,0
66,1,2,20,34.4,53,0
20,1,0,13,43.04,412,1
19,1,4,5,82.4,83,0
33,0,2,3,93.15,452,0
45,0,1,15,36.29,245,1
36,1,3,11,88.27,144,0
53,0,2,24,93.29,357,1
24,0,3,5,92.36,195,0
21,1,4,13,79.78,205,0
52,1,4,18,67.34,363,1
23,1,0,5,83.74,480,0
54,1,2,16,76.91,242,0
49,0,3,14,99.19,180,1
56,1,3,15,68.12,97,0
27,0,3,7,95.96,181,1
48,0,0,23,39.23,347,0
68,0,0,13,69.35,234,1
57,0,4,13,71.36,494,1
50,1,0,18,40.33,65,1
50,1,2,20,46.97,414,1
42,0,0,10,86.28,409,0
27,1,2,2,65.56,55,1
51,0,4,14,98.99,104,0
54,0,1,11,44.13,77,0
37,0,2,7,46.1,91,1
25,0,3,23,66.22,203,1
41,1,4,8,52.5,64,1
60,0,0,22,51.9,319,0
52,1,4,13,96.12,439,1
60,0,2,15,40.32,335,1
31,1,4,14,79.67,290,0
51,1,0,14,39.3,239,0
70,0,3,14,71.92,285,0
56,1,3,15,53.17,386,0
57,0,0,19,48.0,192,0
47,1,2,19,82.5,433,1
32,0,3,14,40.75,463,1
47,0,0,17,81.94,233,1
66,0,0,3,46.44,469,0
33,1,1,1,52.95,276,1
24,0,3,21,98.93,407,1
63,1,3,17,56.3,290,0
56,1,1,23,59.78,418,1
67,1,4,11,39.22,335,1
65,1,0,23,55.62,95,1
64,1,1,2,53.25,126,1
48,1,0,18,52.29,64,1
22,1,4,3,31.43,235,0
22,0,3,22,85.8,367,0
26,0,1,17,69.74,216,0
60,0,3,23,78.68,426,0
68,0,4,10,69.45,265,1
67,0,4,12,61.77,355,0
36,1,3,2,69.71,206,0
49,0,0,4,84.85,366,0
65,0,3,2,70.29,195,0
30,1,4,10,30.34,423,1
34,1,3,12,40.24,59,0
20,0,4,9,37.73,306,1
44,0,1,23,97.91,371,0
53,0,2,24,47.12,353,0
45,1,0,6,97.72,194,0
33,1,4,14,87.17,142,0
54,1,1,19,47.63,135,0
30,0,2,13,62.45,147,0
65,1,3,9,75.71,209,0
66,1,2,15,99.81,232,1
65,1,2,6,42.77,394,1
32,1,1,11,30.94,336,1
19,0,4,4,85.59,107,1
27,0,4,24,76.83,311,0
36,1,4,1,66.55,313,0
29,0,1,9,78.09,81,0
66,1,1,24,47.06,458,1
49,0,2,21,67.34,388,0
70,1,1,13,37.45,67,1
43,1,0,14,67.2,500,0
59,1,1,17,51.86,456,0
69,0,2,22,40.05,65,0
47,0,4,8,37.93,90,0
52,1,4,19,44.77,481,1
38,0,0,9,84.75,288,0
31,1,2,20,83.66,416,1
67,0,2,21,92.22,172,1
43,0,3,2,50.45,279,1
18,0,0,5,78.84,492,0
69,0,1,18,61.93,239,0
53,0,4,2,64.98,223,1
37,1,0,1,94.08,496,1
20,0,0,4,30.46,349,1
37,0,3,3,46.4,276,1
18,1,3,10,57.94,93,1
44,0,1,20,86.17,461,0
52,0,0,21,90.17,408,1
51,0,2,8,84.03,328,1
70,0,3,14,82.11,471,1
36,1,0,16,57.81,195,0
28,1,2,11,68.67,152,0
22,0,1,23,72.12,500,0
54,0,2,20,55.19,302,0
63,1,1,5,90.31,262,0
46,0,0,21,73.83,207,0
21,1,4,15,76.87,154,0
22,1,3,5,80.4,141,0
37,1,4,6,54.93,429,1
69,1,2,16,53.45,281,1
69,1,1,17,57.0,287,1
70,0,4,7,90.31,61,1
56,1,3,8,68.63,227,1
68,1,4,21,72.07,315,0
31,1,3,15,49.8,170,1
37,1,0,7,90.64,382,1
18,1,4,13,65.72,105,1
35,1,3,15,43.78,377,0
70,1,3,8,94.08,413,0
68,0,0,14,70.16,471,0
67,1,3,24,97.4,81,1
63,1,2,3,55.67,424,0
50,0,0,17,83.09,376,0
51,0,2,4,78.84,385,0
31,1,4,8,52.12,86,1
24,0,3,1,63.53,257,1
45,0,4,10,61.86,219,1
18,0,2,23,37.93,491,0
54,0,2,12,46.2,347,0
39,1,2,15,40.12,419,0
45,1,1,8,79.55,216,1
25,0,4,2,34.5,138,0
32,0,2,11,54.04,336,1
33,1,4,14,33.57,177,1
61,0,4,10,77.67,407,1
66,0,2,19,98.32,304,0
50,1,0,10,48.35,179,0
65,0,4,2,55.25,437,0
23,0,1,12,33.82,270,0
54,1,4,17,98.36,361,0
47,1,4,4,90.01,188,1
30,1,3,14,62.61,90,0
42,0,1,22,66.02,217,1
63,1,0,10,85.08,111,0
56,0,4,8,30.86,151,1
58,1,1,17,42.69,184,0
50,1,4,13,68.01,421,0
64,0,1,21,71.03,333,1
24,0,4,23,96.44,187,0
58,1,4,11,84.48,349,0
67,1,2,6,52.5,187,1
26,0,1,24,78.94,407,0
53,0,1,5,84.37,310,0
22,0,2,11,42.48,215,1
24,0,3,16,94.03,227,1
49,0,1,16,47.44,75,0
42,0,2,16,81.61,128,1
28,0,1,20,99.29,61,0
67,1,0,2,81.24,330,0
46,0,2,21,52.47,159,1
61,1,0,17,32.15,414,0
62,1,0,11,72.13,356,0
26,1,0,17,83.85,272,0
23,0,4,3,82.03,318,0
46,0,4,4,88.87,391,0
44,0,2,16,93.53,348,1
32,1,1,20,61.66,194,1
36,0,2,6,68.88,445,0
60,1,2,12,55.53,169,0
63,0,1,16,41.38,389,1
47,0,2,3,61.29,474,1
23,1,2,23,75.36,403,0
42,0,2,2,57.34,210,1
51,1,0,10,95.69,119,1
49,1,4,16,61.59,388,1
38,0,3,7,87.5,379,0
30,0,3,15,75.8,467,0
70,0,0,11,49.73,52,0
25,1,1,2,56.39,145,0
48,0,4,12,91.37,184,1
43,1,3,3,65.33,94,1
61,1,3,17,37.66,64,1
48,0,1,2,96.59,249,1
58,1,2,22,47.61,465,1
62,1,2,18,82.81,114,0
42,0,2,2,73.68,372,0
62,0,0,24,91.52,119,0
65,0,0,6,57.18,308,0
53,1,2,6,73.7,410,0
51,0,0,4,94.62,216,1
63,1,1,21,71.07,50,1
28,0,2,3,33.42,71,1
22,0,2,9,56.86,189,0
38,1,1,21,91.76,400,1
47,0,4,4,41.45,213,1
56,0,1,3,95.01,180,1
23,1,1,7,46.89,372,0
46,1,1,15,54.69,58,1
53,1,2,7,38.39,173,0
67,1,0,9,30.56,299,1
57,0,2,12,71.15,443,0
22,0,1,4,75.57,113,1
20,1,1,16,39.4,165,0
57,1,0,23,78.83,119,1
66,0,1,1,47.34,469,0
57,1,1,5,42.85,83,1
19,0,4,14,45.07,431,1
66,1,1,16,39.7,171,1
70,1,3,22,45.48,306,1
51,1,4,21,48.08,316,0
58,1,1,22,45.36,86,0
43,1,2,14,88.55,453,0
68,0,1,23,62.54,235,1
69,1,0,1,42.85,366,0
20,1,0,21,65.01,162,0
39,0,3,20,65.56,436,1
59,0,1,21,76.14,165,1
18,0,2,20,51.31,116,1
69,0,3,1,45.09,286,1
22,0,0,17,62.73,102,1
55,1,0,1,70.1,234,1
32,1,1,20,51.11,248,0
18,0,4,19,94.74,300,1
18,0,2,18,70.56,481,1
62,1,4,7,64.43,428,0
66,0,2,9,52.27,176,1
21,1,4,17,61.96,293,0
26,0,0,24,64.92,361,0
61,1,0,8,48.54,72,0
64,1,0,1,66.51,197,1
61,0,1,6,64.11,235,0
60,1,2,13,47.33,143,0
70,0,4,7,49.54,221,1
69,1,1,3,68.28,132,1
50,0,0,1,95.44,475,0
20,0,1,16,58.72,300,0
44,0,1,11,57.81,390,0
58,1,3,18,59.46,294,1
59,0,4,9,91.46,386,1
57,1,3,16,36.44,105,1
52,1,1,1,42.31,280,0
48,0,2,4,31.58,302,1
43,0,3,7,54.08,453,1
59,0,0,24,54.9,382,1
61,0,4,9,85.69,438,1
28,0,0,23,82.98,479,1
67,0,3,13,96.81,155,0
43,1,4,19,60.11,332,0
37,0,4,13,75.64,500,1
27,1,3,11,64.45,352,1
58,0,0,14,67.6,132,1
45,1,2,19,45.77,141,0
66,0,4,13,97.37,244,0
28,0,4,20,77.74,307,1
45,1,1,19,84.67,468,0
69,1,0,4,72.12,232,0
42,0,0,9,36.83,380,0
59,1,0,11,43.0,271,1
46,1,0,18,95.86,272,0
47,0,3,7,94.99,193,1
69,1,3,17,70.77,274,0
56,1,0,13,94.73,277,0
19,1,3,10,35.22,152,0
35,1,3,24,66.28,222,0
68,1,0,12,69.16,189,1
32,0,3,5,73.78,306,1
20,0,3,7,31.92,101,1
22,0,1,6,55.75,413,1
31,1,0,17,71.68,169,1
57,1,4,24,40.16,213,1
65,1,1,19,60.45,269,0
31,0,3,22,90.64,100,1
44,1,0,6,79.24,229,1
40,0,3,22,67.49,246,0
69,0,4,6,66.14,400,1
68,1,2,2,77.85,430,1
55,1,2,8,59.1,357,1
64,0,3,6,71.71,281,0
33,0,4,4,55.11,419,1
59,0,0,8,43.72,123,1
20,1,4,22,78.53,126,0
37,1,2,12,73.12,299,0
49,1,3,23,59.11,300,1
33,1,0,15,83.52,197,0
34,1,0,6,90.2,182,0
28,1,3,6,42.94,198,1
49,1,3,2,68.63,115,1
46,1,2,14,63.05,494,1
41,0,0,17,45.98,449,0
42,1,3,15,73.29,456,0
22,0,3,24,97.02,107,0
44,0,1,16,73.32,94,1
36,0,0,2,52.77,102,1
51,1,0,16,75.9,150,0
62,0,3,9,34.15,491,0
51,1,2,20,57.12,252,1
38,1,3,16,41.08,302,0
22,0,2,5,87.35,442,1
50,1,0,10,79.32,104,1
59,1,2,10,49.05,144,0
64,0,0,20,78.16,130,1
39,1,3,17,46.44,434,0
47,0,1,3,86.34,324,0
60,1,2,9,61.52,366,0
53,0,2,10,99.4,479,1
25,0,1,8,93.47,453,1
50,1,0,19,79.28,325,1
26,0,2,23,94.87,401,0
27,1,0,16,70.85,383,1
64,0,1,12,93.86,220,1
59,1,3,23,87.15,366,0
37,0,3,3,57.61,436,1
43,0,1,24,50.52,196,0
65,1,3,20,83.12,279,0
65,1,0,10,45.37,89,0
20,1,4,7,99.81,91,1
18,1,4,16,50.44,77,0
56,1,2,23,40.9,336,0
33,1,2,4,43.64,352,0
68,0,4,24,77.23,165,0
28,1,0,10,81.54,315,0
38,1,2,5,83.55,231,1
42,1,3,21,53.1,222,0
27,1,2,12,98.38,398,1
35,0,2,23,86.1,251,0
18,1,4,6,80.82,50,0
42,1,3,5,97.86,156,1
42,0,2,1,74.4,333,0
54,1,0,18,38.71,150,1
31,1,4,24,62.61,366,0
48,1,4,12,62.4,204,1
23,0,3,7,48.06,377,0
58,1,0,23,82.98,314,1
59,0,4,2,90.33,205,1
53,1,4,11,43.12,385,1
68,1,3,21,97.53,216,0
44,0,3,19,36.42,485,0
28,0,4,7,59.94,184,1
51,1,3,22,64.54,494,0
31,0,0,2,39.16,217,1
37,1,3,8,52.82,245,0
69,0,0,8,65.11,181,1
63,0,4,1,84.97,61,0
43,1,1,23,77.49,349,1
65,1,4,11,30.75,437,1
64,0,3,17,78.38,115,0
28,0,0,11,90.22,285,0
19,1,2,15,31.68,413,0
65,0,0,2,96.28,168,1
64,1,1,3,45.78,410,0
51,1,3,2,60.54,441,0
21,1,2,8,42.24,55,0
42,1,0,23,39.29,247,1
48,1,4,21,55.08,217,1
63,0,3,13,35.86,412,0
62,0,3,20,60.87,347,0
36,0,3,4,67.02,182,0
55,0,2,3,78.81,301,0
28,1,2,4,71.7,253,0
30,0,3,10,77.72,108,0
50,1,1,17,78.18,135,0
67,0,1,18,56.02,359,0
21,1,4,11,61.55,457,1
51,1,3,18,38.65,356,1
34,0,1,8,38.42,129,1
23,1,3,2,42.64,370,1
54,0,1,1,41.55,61,0
47,0,0,18,72.68,219,0
38,1,3,1,82.77,381,0
21,1,0,21,58.48,376,0
38,1,1,19,68.07,64,0
64,0,3,11,68.91,234,1
27,0,2,6,97.01,405,1
32,0,0,18,73.65,182,1
68,0,0,24,81.33,160,1
32,1,2,18,66.08,354,1
22,0,1,15,70.57,263,1
20,0,2,7,49.8,369,0
65,1,4,14,82.22,453,0
30,0,1,12,77.51,171,0
40,0,1,20,34.09,76,0
29,0,4,15,93.39,450,0
19,0,3,14,68.04,423,0
26,1,4,5,46.55,436,1
57,1,1,11,99.79,101,0
63,1,2,6,72.69,443,0
63,0,1,17,54.58,253,1
61,1,0,13,89.68,225,1
67,1,1,9,97.68,187,0
66,0,1,23,63.87,271,0
23,0,0,5,49.24,348,1
46,1,3,14,48.94,439,1
35,1,0,6,40.87,233,1
22,0,3,23,86.35,299,0
29,0,1,11,75.58,239,1
46,1,1,24,57.53,291,0
19,0,4,10,85.58,309,0
60,1,2,1,37.31,239,0
38,1,4,5,32.74,222,0
55,1,2,17,99.63,396,0
63,0,1,15,72.3,477,0
20,0,2,24,36.61,416,1
64,0,3,20,78.16,351,1
56,1,4,12,87.92,60,1
62,0,2,24,40.38,204,1
63,0,4,20,73.46,200,0
28,1,0,19,57.95,198,1
19,1,1,21,70.71,147,1
57,0,4,19,70.81,224,1
55,1,2,13,35.28,72,0
31,0,0,9,66.58,487,1
47,0,4,2,97.06,337,0
70,1,2,5,40.3,67,0
42,1,4,7,60.23,85,0
33,0,2,14,33.15,439,1
29,1,1,12,51.13,203,0
19,0,4,8,40.22,121,0
64,1,0,1,40.16,290,0
69,1,2,15,54.71,437,1
33,0,4,18,81.63,387,1
20,1,3,13,81.19,64,1
49,1,3,15,44.33,277,0
51,1,2,7,43.57,420,1
20,0,0,2,73.08,368,0
55,1,1,10,92.33,125,0
54,1,2,1,41.69,442,0
29,0,1,22,89.18,272,1
67,1,1,17,41.86,105,0
45,0,0,24,76.93,402,1
18,0,4,15,91.34,328,0
32,0,2,18,83.75,106,0
28,0,4,19,38.18,86,1
50,0,2,15,75.06,202,1
41,1,4,24,60.19,241,0
24,0,0,13,38.61,216,0
55,1,3,2,91.68,298,1
62,0,0,16,64.75,131,0
33,0,0,20,50.34,266,1
68,0,3,5,32.02,424,0
65,0,0,4,69.87,467,1
22,1,1,22,92.53,448,0
41,1,2,18,71.04,90,0
51,0,0,7,55.45,256,0
38,0,3,12,46.06,93,1
38,0,2,11,77.86,224,0
68,1,4,16,57.13,284,0
68,0,2,16,47.07,489,1
18,1,0,18,62.09,137,0
70,0,0,7,75.59,315,0
48,0,3,21,42.36,334,0
39,1,0,14,54.48,74,0
47,1,2,15,32.47,407,0
69,1,4,13,79.61,292,1
62,1,0,10,98.68,333,0
18,1,3,7,85.44,334,0
27,1,2,17,33.24,239,1
57,1,2,20,89.33,406,1
69,0,2,13,76.03,222,1
55,0,2,17,82.28,309,1
48,0,0,12,47.92,422,1
65,1,2,3,79.02,397,1
43,1,2,4,40.0,327,1
61,0,3,8,87.63,372,0
48,0,4,15,52.89,187,0
62,1,1,6,31.94,457,0
48,1,2,9,50.14,276,0
47,0,4,12,57.32,458,1
47,1,1,10,92.76,415,0
33,0,4,1,70.7,196,1
70,0,4,3,42.42,314,0
31,1,4,5,49.87,490,0
49,1,2,1,85.56,421,0
65,0,4,16,57.69,412,0
19,1,3,14,51.18,97,0
57,0,1,23,57.44,425,0
19,0,2,15,74.86,404,0
34,1,0,12,46.42,150,0
34,1,1,10,99.33,131,1
44,1,1,12,87.86,282,0
49,1,1,7,53.99,463,1
51,1,1,11,76.77,247,0
65,0,3,18,62.01,234,0
31,0,4,2,87.81,238,1
65,0,3,8,42.31,229,0
40,1,4,14,50.49,476,0
35,1,1,21,39.42,101,0
58,1,1,15,68.13,274,0
22,0,0,16,56.77,327,1
58,1,4,14,44.87,347,1
41,0,4,1,41.61,444,1
36,0,3,23,41.06,346,0
51,1,3,4,47.73,134,0
69,1,1,6,60.23,344,1
55,1,4,19,94.94,157,1
23,1,0,23,33.28,87,1
69,0,1,7,30.79,108,1
70,0,2,5,88.98,411,1
59,0,2,8,48.95,68,0
70,0,0,11,63.77,436,0
33,0,0,8,97.59,197,1
28,0,4,16,38.11,357,1
61,0,1,13,91.58,325,0
65,0,2,17,43.54,251,1
23,1,1,14,91.81,465,0
31,0,1,14,60.92,358,1
48,0,4,5,85.21,468,0
70,1,1,19,66.26,73,0
48,1,1,23,46.11,120,0
45,1,2,14,62.38,205,1
24,0,3,10,60.35,87,0
66,0,1,12,49.67,415,0
58,1,0,5,74.98,491,0
54,1,3,22,58.24,118,1
26,1,1,6,54.23,303,0
57,0,0,18,80.1,159,0
62,0,4,5,95.62,206,0
57,1,2,16,61.66,141,0
22,1,4,14,87.14,500,0
53,0,3,11,35.5,122,1
60,1,1,1,97.56,463,1
67,1,2,5,93.19,87,1
58,0,0,6,36.82,152,0
64,0,3,23,80.55,422,0
64,0,4,1,30.51,228,1
29,1,0,15,71.81,435,1
45,1,3,16,78.77,138,1
57,0,1,21,60.85,243,0
47,1,0,5,72.23,278,1
60,0,3,5,99.57,78,0
20,0,4,22,49.79,161,0
69,0,2,17,62.16,444,1
28,0,4,13,55.16,268,1
44,1,3,1,67.67,129,0
27,1,4,18,93.83,479,0
66,1,0,10,30.49,279,0
68,0,1,24,47.58,333,1
61,1,1,12,38.45,427,0
18,0,3,18,91.51,164,0
45,1,3,24,63.51,171,0
23,0,1,19,33.68,402,0
48,0,3,7,61.02,428,1
48,0,1,10,56.27,267,0
66,1,4,12,81.41,89,0
25,0,4,9,62.14,186,1
39,0,0,19,77.03,291,0
60,0,4,11,87.33,424,1
66,1,0,6,82.26,114,1
31,1,2,22,55.65,143,1
37,0,1,11,54.8,276,1
38,1,2,6,92.68,326,0
20,0,2,16,92.27,162,1
26,1,0,18,69.72,299,0
37,1,1,16,48.17,404,1
38,0,4,13,87.86,221,0
58,0,3,3,84.78,322,0
65,0,4,16,73.27,192,1
38,1,1,17,66.07,364,1
23,1,0,15,82.81,309,0
39,1,4,1,64.85,222,1
29,0,0,24,72.87,379,0
57,0,2,15,66.02,185,0
29,0,3,6,73.16,266,0
41,1,2,3,95.69,66,0
44,0,2,8,92.71,81,1
60,1,4,2,49.38,67,1
18,0,0,17,32.95,258,1
44,0,1,3,73.98,174,1
29,0,3,4,33.26,132,1
28,0,0,7,70.69,136,1
42,0,1,1,76.76,462,0
68,0,4,3,65.61,304,0
50,0,3,8,43.52,140,1
23,1,1,9,46.22,96,0
67,0,4,10,76.18,217,1
20,0,0,16,56.65,289,0
66,1,0,23,41.66,354,1
40,0,2,12,48.01,435,0
21,0,2,22,85.61,174,1
62,1,3,4,90.01,162,1
67,0,1,2,33.43,408,0
37,0,0,13,56.22,500,0
39,1,0,1,58.8,196,1
50,1,0,18,89.49,480,0
30,0,1,1,91.16,181,0
70,0,0,22,68.05,349,0
27,0,1,22,41.21,77,1
31,0,0,12,79.84,90,0
24,1,0,20,85.57,92,1
60,1,3,1,76.91,68,0
23,1,0,2,74.43,317,0
19,0,4,11,70.67,201,1
57,0,3,20,59.19,230,0
32,0,3,18,95.96,359,1
24,1,1,8,82.59,474,1
27,0,1,14,91.76,233,1
25,1,0,6,95.68,290,1
32,1,0,10,70.81,447,1
54,1,2,9,92.9,153,0
64,0,1,24,31.03,466,0
29,1,3,6,73.13,90,0
33,1,4,15,52.47,387,0
18,1,0,10,78.68,467,0
61,0,0,15,87.7,349,0
57,0,0,3,65.72,317,0
44,1,2,19,76.18,76,0
19,0,4,23,35.18,212,0
48,0,2,16,91.2,201,1
51,1,4,2,43.88,154,0
49,1,2,15,39.93,185,0
33,1,1,2,62.52,269,0
56,1,0,19,92.32,294,1
24,0,0,2,70.98,212,1
70,1,0,21,41.46,131,1
53,0,3,8,47.81,184,0
49,0,3,12,78.21,56,0
39,0,3,1,94.39,410,1
35,1,4,24,78.57,431,1
53,1,4,10,52.1,496,1
29,0,3,24,52.95,253,0
32,0,0,22,90.22,184,0
63,1,1,10,57.96,136,0
54,1,3,15,55.75,397,0
34,1,4,22,89.93,132,0
34,1,0,19,70.82,182,0
59,1,4,8,91.17,256,1
18,1,4,22,40.62,102,0
26,1,3,12,92.5,271,0
40,1,1,7,67.51,57,1
66,0,2,1,82.61,110,0
69,1,0,15,91.29,366,0
32,1,1,19,50.44,302,1
46,0,0,6,96.01,244,1
30,1,0,9,90.96,285,1
40,1,1,2,45.13,246,0
63,1,4,14,79.6,160,1
61,0,1,20,60.93,87,0
34,1,4,20,71.79,277,0
21,1,3,21,57.87,226,0
26,1,0,21,86.52,332,0
21,0,0,24,76.99,397,1
59,0,1,24,70.18,177,0
36,0,0,20,31.75,428,0
31,0,1,8,50.45,78,1
64,1,2,3,45.4,372,0
39,0,4,13,47.0,247,0
43,0,0,17,46.3,380,1
53,1,4,3,59.21,476,1
38,0,3,11,64.84,278,0
52,1,2,17,71.0,255,1
29,0,3,16,82.19,413,1
27,1,1,3,52.22,104,0
32,1,2,12,72.32,414,0
20,1,4,5,71.12,395,1
49,0,1,24,72.8,339,1
20,0,3,20,51.46,376,1
52,0,1,2,81.9,392,1
69,0,0,8,98.64,95,1
48,1,4,6,70.06,271,0
65,0,2,1,34.67,96,0
56,0,0,8,71.63,203,0
54,0,2,1,32.86,74,0
62,1,0,7,43.19,343,1
51,0,1,7,34.79,388,0
19,1,2,2,87.84,437,1
63,1,3,18,77.41,103,1
63,0,4,13,81.46,320,1
42,0,4,9,95.56,168,1
44,0,4,12,48.9,370,0
58,1,4,2,50.46,201,0
49,0,1,21,30.56,310,0
45,0,0,14,67.98,277,1
26,0,3,13,89.51,160,1
45,0,2,23,66.57,496,1
45,1,2,16,76.24,198,1
31,0,1,23,77.75,482,0
68,1,3,12,39.98,258,0
42,0,0,9,86.75,374,1
38,1,4,9,73.41,380,1
56,1,3,3,53.22,113,0
32,1,4,9,99.53,290,1
42,0,2,11,65.12,90,0
64,1,0,21,90.88,341,1
30,1,1,1,83.23,223,0
26,0,0,24,71.31,390,0
37,0,1,17,37.21,379,0
61,1,0,16,31.96,96,1
27,1,1,23,32.6,209,1
67,1,2,13,34.21,132,1
42,0,4,24,42.54,415,0
64,1,4,5,46.98,345,0
47,1,2,19,37.97,313,0
50,1,4,18,70.23,320,0
55,0,3,9,58.76,208,0
49,1,1,14,72.94,248,1
34,1,0,16,80.96,71,1
65,0,4,3,45.29,136,0
39,1,4,17,82.65,443,1
59,0,3,15,95.28,269,1
56,0,4,22,59.52,198,1
66,0,0,23,64.65,332,1
38,0,1,2,91.83,324,1
25,0,1,22,30.24,111,1
21,0,0,6,46.01,165,0
57,0,1,16,93.84,500,1
23,0,2,17,90.31,131,1
40,0,4,21,81.2,290,0
45,1,0,10,93.95,494,0
20,0,0,16,83.09,219,0
64,1,3,9,31.51,302,1
53,0,3,11,52.01,442,0
69,1,0,20,41.34,181,1
58,0,3,7,45.05,422,0
49,1,2,14,67.22,363,0
45,0,3,7,61.35,239,1
57,1,4,3,96.07,87,1
66,0,0,23,58.65,264,1
50,0,4,3,99.83,100,0
30,1,1,4,99.41,196,1
55,1,2,1,68.43,290,0
44,0,0,17,89.91,119,0
65,0,3,2,33.04,246,0
61,0,1,20,78.1,67,1
25,1,3,16,87.53,385,0
20,0,1,8,82.66,396,1
59,1,1,16,84.17,315,0
47,1,3,14,66.09,246,1
20,0,2,23,72.07,440,0
61,1,3,8,56.84,188,1
57,1,0,20,65.42,147,0
30,1,3,10,81.09,447,0
35,1,3,10,52.42,243,1
39,0,1,14,59.89,60,0
38,0,0,18,31.3,132,0
70,1,1,2,30.04,483,0
63,1,0,20,44.04,83,0
60,0,4,2,79.07,290,0
22,0,1,6,70.41,323,1
44,0,0,19,59.63,336,1
57,0,2,6,81.91,406,1
33,1,3,4,84.08,60,0
68,0,4,7,80.04,155,1
40,1,0,22,38.64,329,1
56,0,1,8,71.93,114,0
50,0,4,22,62.73,440,0
70,0,0,11,31.12,326,1
22,1,4,1,82.55,142,0
58,0,0,14,51.27,335,1
48,0,3,22,68.62,372,1
21,0,1,24,90.12,452,1
40,0,1,19,74.73,481,1
43,0,3,22,77.29,473,1
69,0,0,16,92.74,122,0
21,0,0,21,61.08,146,0
37,1,4,3,92.3,483,1
41,0,2,4,97.85,455,1
61,0,0,15,58.56,178,1
24,0,1,14,96.52,356,0
39,1,4,12,66.77,234,1
61,0,2,11,34.61,244,1
50,0,1,15,94.27,136,0
56,0,0,21,76.42,409,0
24,0,3,17,51.75,436,1
48,1,1,13,92.87,295,0
38,0,2,4,91.88,345,1
51,0,2,10,95.96,435,1
64,0,2,2,82.92,416,1
59,0,3,13,78.64,450,1
64,0,3,18,91.12,232,0
29,1,0,22,68.5,443,0
28,1,1,10,61.46,442,0
49,1,0,14,92.91,489,1
35,0,4,24,70.98,493,1
19,1,2,22,89.55,435,1
65,0,2,7,37.55,252,0
33,1,2,14,45.79,147,0
67,0,1,6,30.19,57,0
59,1,4,14,81.77,256,0
23,1,4,12,86.48,461,1
65,1,0,2,34.63,287,1
42,0,4,10,64.69,494,0
61,1,1,11,71.59,268,1
46,0,2,20,74.32,271,1
33,1,1,24,97.75,360,1
30,1,2,7,66.94,457,0
60,1,4,24,75.5,76,1
23,1,0,17,65.33,210,0
41,0,3,7,88.52,484,1
32,0,2,15,66.38,224,1
59,0,1,3,55.2,428,1
40,0,1,17,42.91,172,1
67,0,1,8,56.18,476,1
36,1,3,15,82.31,255,1
34,0,3,17,66.86,316,0
34,0,0,20,79.67,436,0
39,0,2,2,40.05,166,1
62,0,1,15,76.6,150,1
55,0,1,9,58.73,215,1
56,1,0,6,46.6,263,0
55,1,1,23,49.5,460,1
55,1,0,7,83.79,432,1
44,1,1,6,90.38,426,1
24,0,4,15,70.79,268,1
46,0,1,4,62.71,97,0
70,1,0,10,89.25,157,0
28,1,4,8,96.15,479,1
58,1,3,3,43.64,172,1
18,0,2,19,99.98,105,1
60,1,0,7,99.04,200,1
23,0,2,13,84.98,184,0
36,1,3,22,99.47,164,1
55,0,3,3,63.23,176,1
24,1,1,15,31.83,437,1
59,0,3,12,63.92,377,1
62,1,4,14,96.43,390,1
51,0,0,24,74.08,362,0
45,1,4,15,75.07,286,1
58,1,3,12,39.84,205,1
69,0,2,5,55.45,317,0
53,1,2,22,97.44,366,1
58,0,4,11,57.79,149,0
68,0,2,12,49.98,200,0
42,1,3,16,68.75,372,0
62,1,3,7,88.57,479,1
43,0,2,14,72.7,99,0
28,0,4,3,59.27,346,1
25,0,0,11,39.74,368,1
41,0,0,14,85.85,209,0
67,1,1,19,37.52,436,1
50,1,2,16,56.11,379,0
55,0,2,3,33.25,239,1
32,1,2,18,41.5,99,0
59,0,2,16,31.26,383,0
56,1,2,21,57.99,321,1
61,1,3,16,45.75,149,0
70,1,3,24,42.04,241,1
38,1,2,2,74.5,71,0
35,1,3,15,52.88,86,0
48,0,1,6,40.56,259,0
24,0,4,8,92.25,363,1
21,0,2,8,44.89,103,0
45,0,4,3,41.57,114,1
42,1,3,6,51.63,258,1
57,1,3,8,36.96,413,1
69,1,4,18,36.86,246,1
29,0,2,17,97.19,181,0
47,1,4,10,66.62,218,0
70,0,1,4,61.36,149,1
56,0,2,19,49.9,380,1
36,1,4,23,86.4,458,1
49,1,3,7,50.57,250,1
24,1,1,18,97.44,97,0
54,0,3,12,37.29,379,0
44,1,1,16,36.82,62,1
55,1,0,10,87.96,65,0
39,1,4,4,32.85,456,1
40,1,3,23,94.89,190,0
63,1,1,21,40.66,273,1
27,0,2,24,58.82,53,1
62,0,2,3,92.77,137,1
18,1,4,10,40.56,220,0
49,0,2,24,97.5,437,1
57,1,3,21,80.41,443,1
41,1,4,20,32.44,448,0
29,1,1,24,93.73,313,0
48,0,3,15,46.1,121,1
55,1,4,3,32.52,50,1
33,0,4,10,67.33,416,1
24,0,3,5,65.7,329,0
